type,fixed_acidity,volatile_acidity,citric_acid,density,pH,sulphates,alcohol,quality
red,6.7,0.75,0.01,0.9955,3.55,0.61,12.8,6
red,11.5,0.41,0.52,1.0001,3.26,0.88,11,5
red,10.5,0.42,0.66,0.997,3.24,0.75,11.7,7
red,11.9,0.43,0.66,1,3.15,0.85,10.4,7
red,12.6,0.38,0.66,1.001,3.17,0.68,9.8,6
red,8.2,0.7,0.23,0.9973,3.19,0.7,9.4,5
red,8.6,0.45,0.31,0.9982,3.37,0.91,9.9,6
red,11.9,0.58,0.66,0.9992,3.05,0.56,10,5
red,12.5,0.46,0.63,0.9988,2.99,0.87,10.2,5
red,12.8,0.615,0.66,1.0022,3.07,0.73,10,7
red,10,0.42,0.5,0.9979,3.26,0.93,11.8,6
red,12.8,0.615,0.66,1.0022,3.07,0.73,10,7
red,10.4,0.575,0.61,1,3.16,0.69,9,5
red,10.3,0.34,0.52,0.9998,3.18,0.64,9.4,5
red,9.4,0.27,0.53,0.9962,3.2,1.13,12,7
red,6.9,0.765,0.02,0.9975,3.57,0.78,9.9,5
red,7.9,0.24,0.4,0.9967,3.32,0.87,8.7,6
red,9.1,0.28,0.48,0.9967,3.32,1.04,10.6,6
red,7.4,0.55,0.22,0.9959,3.05,0.63,9.2,5
red,14,0.41,0.63,1.0014,3.01,0.81,10.8,6
red,11.5,0.54,0.71,0.9984,3.01,0.83,11.8,7
red,11.5,0.45,0.5,1.0003,3.26,1.11,11,6
red,9.4,0.27,0.53,0.9962,3.2,1.13,12,7
red,11.4,0.625,0.66,0.9988,3.11,0.99,13.3,6
red,8.3,0.42,0.38,0.9979,3.31,0.7,10.8,6
red,8.3,0.26,0.42,0.9974,3.21,0.8,9.4,6
red,13.7,0.415,0.68,1.0014,3.06,0.8,10,6
red,8.3,0.26,0.42,0.9974,3.21,0.8,9.4,6
red,8.3,0.26,0.42,0.9974,3.21,0.8,9.4,6
red,7.7,0.51,0.28,0.998,3.42,0.74,9.2,5
red,7.4,0.63,0.07,0.9979,3.43,0.76,9.7,6
red,7.8,0.54,0.26,0.9981,3.41,0.74,9.2,6
red,8.3,0.66,0.15,0.9972,3.31,0.54,9.6,6
red,7.8,0.46,0.26,0.9981,3.43,0.74,9.2,6
red,9.6,0.38,0.31,0.9982,3.19,0.7,10,7
red,5.6,0.85,0.05,0.9924,3.56,0.82,12.9,8
red,13.7,0.415,0.68,1.0014,3.06,0.8,10,6
red,9.5,0.37,0.52,0.998,3.18,0.51,9.5,5
red,8.4,0.665,0.61,0.997,3.16,0.54,9.1,5
red,12.7,0.6,0.65,0.9997,3.03,0.57,9.9,5
red,12,0.37,0.76,1.0004,3.22,0.6,13,7
red,6.6,0.735,0.02,0.9994,3.47,0.53,9.9,5
red,11.5,0.59,0.59,0.9988,3.18,0.65,11,6
red,11.5,0.59,0.59,0.9988,3.18,0.65,11,6
red,8.7,0.765,0.22,0.9963,3.1,0.55,9.4,5
red,6.6,0.735,0.02,0.9994,3.47,0.53,9.9,5
red,7.7,0.26,0.3,0.9949,3.29,0.47,10.8,6
red,12.2,0.48,0.54,1,3.1,0.61,10.5,6
red,11.4,0.6,0.49,0.9994,3.15,0.63,10.5,6
red,7.7,0.69,0.05,0.9974,3.26,0.61,9.1,5
red,8.7,0.31,0.46,0.9966,3.36,0.76,10.1,6
red,9.8,0.44,0.47,0.9981,3.24,0.65,10.8,6
red,12,0.39,0.66,0.9996,3.18,0.63,10.8,7
red,10.4,0.34,0.58,0.997,3.19,0.7,11.3,6
red,12.5,0.46,0.49,0.9981,3.05,0.57,9.6,4
red,9,0.43,0.34,0.9987,3.38,0.62,9.5,6
red,9.1,0.45,0.35,0.9987,3.38,0.62,9.5,5
red,7.1,0.735,0.16,0.9966,3.27,0.64,9.3,5
red,9.9,0.4,0.53,0.9986,3.27,0.82,11.7,7
red,8.8,0.52,0.34,0.9982,3.26,0.61,9.5,5
red,8.6,0.725,0.24,1.0014,3.32,1.07,9.3,5
red,10.6,0.48,0.64,0.997,3.26,0.66,11.7,6
red,7,0.58,0.12,0.9956,3.44,0.48,10.5,5
red,11.9,0.38,0.51,0.9996,3.24,0.76,10.4,6
red,6.8,0.77,0,0.9976,3.62,0.68,9.9,5
red,9.5,0.56,0.33,0.9972,3.28,0.73,11.8,7
red,6.6,0.84,0.03,0.9952,3.52,0.56,12.3,7
red,7.7,0.96,0.2,0.9955,3.36,0.44,10.9,5
red,10.5,0.24,0.47,0.9978,3.15,0.9,11,7
red,7.7,0.96,0.2,0.9955,3.36,0.44,10.9,5
red,6.6,0.84,0.03,0.9952,3.52,0.56,12.3,7
red,6.4,0.67,0.08,0.9949,3.49,0.49,11.4,6
red,9.5,0.78,0.22,0.9988,3.26,0.56,10.6,6
red,9.1,0.52,0.33,0.9978,3.24,0.6,9.3,5
red,12.8,0.84,0.63,0.9997,3.1,0.6,10.4,6
red,10.5,0.24,0.47,0.9978,3.15,0.9,11,7
red,7.8,0.55,0.35,0.9974,3.25,0.56,9.2,5
red,11.9,0.37,0.69,0.9958,3,0.65,12.8,6
red,12.3,0.39,0.63,1.0004,3.16,0.49,9.5,5
red,10.4,0.41,0.55,0.9996,3.15,0.89,9.9,6
red,12.3,0.39,0.63,1.0004,3.16,0.49,9.5,5
red,8,0.67,0.3,0.9958,3.26,0.56,10.2,6
red,11.1,0.45,0.73,0.9986,3.17,0.66,11.2,6
red,10.4,0.41,0.55,0.9996,3.15,0.89,9.9,6
red,7,0.62,0.18,0.9951,3.08,0.6,9.3,5
red,12.6,0.31,0.72,0.9987,2.88,0.82,9.8,8
red,11.9,0.4,0.65,0.9988,3.06,0.68,11.3,6
red,15.6,0.685,0.76,1.0032,2.95,0.68,11.2,7
red,10,0.44,0.49,0.9963,3.23,0.63,11.6,7
red,5.3,0.57,0.01,0.9934,3.57,0.84,12.5,7
red,9.5,0.735,0.1,0.9986,3.23,0.56,10.1,6
red,12.5,0.38,0.6,0.9996,3.1,0.73,10.5,5
red,9.3,0.48,0.29,0.9968,3.22,0.72,11.2,5
red,8.6,0.53,0.22,0.9967,3.2,0.56,10.2,6
red,11.9,0.39,0.69,0.9994,3.1,0.61,10.8,6
red,11.9,0.39,0.69,0.9994,3.1,0.61,10.8,6
red,8.4,0.37,0.53,0.9979,3.06,1.06,9.1,6
red,6.8,0.56,0.03,0.9968,3.44,0.63,10,6
red,10.4,0.33,0.63,0.9998,3.26,0.74,11.2,7
red,7,0.23,0.4,0.9952,3.5,0.63,11.1,5
red,11.3,0.62,0.67,0.9988,3.22,0.69,13.4,8
red,8.9,0.59,0.39,0.9986,3.37,0.58,10.3,5
red,9.2,0.63,0.21,0.9988,3.28,0.58,9.6,5
red,10.4,0.33,0.63,0.9998,3.26,0.74,11.2,7
red,11.6,0.58,0.66,1.0008,3.25,0.57,9,3
red,9.2,0.43,0.52,0.9976,3.35,0.61,11.3,6
red,8.3,0.615,0.22,0.9982,3.26,0.61,9.3,5
red,11,0.26,0.68,0.997,3.18,0.61,11.8,5
red,8.1,0.66,0.7,0.9972,3.08,0.53,9,5
red,11.5,0.315,0.54,0.9987,2.98,0.7,9.2,6
red,10,0.29,0.4,1.0006,3.48,0.91,9.7,5
red,10.3,0.5,0.42,0.9982,3.16,0.72,11.5,6
red,8.8,0.46,0.45,0.9947,3.32,0.79,14,6
red,11.4,0.36,0.69,1,3.17,0.62,9.2,6
red,8.7,0.82,0.02,0.9952,3.2,0.58,9.8,5
red,13,0.32,0.65,0.9996,3.05,0.61,10.6,5
red,9.6,0.54,0.42,0.997,3.2,0.71,11.4,6
red,12.5,0.37,0.55,0.9995,3.15,0.82,10.4,6
red,9.9,0.35,0.55,0.9971,3.26,0.79,10.6,5
red,10.5,0.28,0.51,0.9982,3.2,0.89,9.4,6
red,9.6,0.68,0.24,0.9988,3.14,0.6,10.2,5
red,9.3,0.27,0.41,0.998,3.28,0.7,9.7,5
red,10.4,0.24,0.49,0.9977,3.18,1.06,11,6
red,9.6,0.68,0.24,0.9988,3.14,0.6,10.2,5
red,9.4,0.685,0.11,0.9984,3.19,0.7,10.1,6
red,10.6,0.28,0.39,1.0026,3.12,0.66,9.2,5
red,9.4,0.3,0.56,0.9964,3.15,0.92,11.7,8
red,10.6,0.36,0.59,0.9986,3.04,1.05,9.4,5
red,10.6,0.36,0.6,0.9986,3.04,1.06,9.4,5
red,10.6,0.44,0.68,0.997,3.06,0.66,13.4,6
red,10.2,0.67,0.39,0.9976,3.17,0.47,10,5
red,10.2,0.67,0.39,0.9976,3.17,0.47,10,5
red,10.2,0.645,0.36,0.9982,3.17,0.42,10,6
red,11.6,0.32,0.55,1.0002,3.32,0.92,10.8,7
red,9.3,0.39,0.4,0.9984,3.34,0.75,10.2,6
red,9.3,0.775,0.27,0.9984,3.31,0.67,10.6,6
red,9.2,0.41,0.5,0.9952,3.34,0.79,13.3,7
red,8.9,0.4,0.51,0.995,3.32,0.9,13.4,7
red,8.7,0.69,0.31,1.0002,3.48,0.74,11.6,6
red,6.5,0.39,0.23,0.9952,3.44,0.55,12.1,6
red,10.7,0.35,0.53,0.9972,3.15,0.65,11,8
red,7.8,0.52,0.25,0.9984,3.43,0.65,9,6
red,7.2,0.34,0.32,0.9966,3.32,0.79,11.1,5
red,10.7,0.35,0.53,0.9972,3.15,0.65,11,8
red,8.7,0.69,0.31,1.0002,3.48,0.74,11.6,6
red,7.8,0.52,0.25,0.9984,3.43,0.65,9,6
red,10.4,0.44,0.73,0.999,3.17,0.85,12,7
red,10.4,0.44,0.73,0.999,3.17,0.85,12,7
red,10.5,0.26,0.47,0.9976,3.18,1.04,10.9,7
red,10.5,0.24,0.42,0.9976,3.21,1.05,10.8,7
red,10.2,0.49,0.63,0.9968,3.16,0.78,12.5,7
red,10.4,0.24,0.46,0.9976,3.25,1.02,10.8,7
red,11.2,0.67,0.55,1,3.17,0.71,9.5,6
red,10,0.59,0.31,0.9994,3.18,0.63,10.2,6
red,13.3,0.29,0.75,0.9986,3.04,0.68,11.4,7
red,12.4,0.42,0.49,0.9978,3.02,0.61,9.5,5
red,10,0.59,0.31,0.9994,3.18,0.63,10.2,6
red,10.7,0.4,0.48,0.998,3.03,0.81,9.7,6
red,10.5,0.51,0.64,0.9973,3.09,0.66,11.8,7
red,10.5,0.51,0.64,0.9973,3.09,0.66,11.8,7
red,8.5,0.655,0.49,1.001,3.31,1.14,9.3,5
red,12.5,0.6,0.49,1.001,3.25,0.74,11.9,6
red,10.4,0.61,0.49,0.9994,3.16,0.63,8.4,3
red,10.9,0.21,0.49,0.9972,3.22,0.68,11.7,6
red,7.3,0.365,0.49,0.9966,3.36,0.78,11,5
red,9.8,0.25,0.49,0.9982,3.42,0.9,10,6
red,7.6,0.41,0.49,0.998,3.48,0.64,9.1,5
red,8.2,0.39,0.49,0.9979,3.38,0.99,9.8,5
red,9.3,0.4,0.49,0.9978,3.22,0.55,9.4,5
red,9.2,0.43,0.49,0.9976,3.23,0.64,9.5,5
red,10.4,0.64,0.24,0.9998,3.24,0.67,9.9,5
red,7.3,0.365,0.49,0.9966,3.36,0.78,11,5
red,7,0.38,0.49,0.9962,3.39,0.77,11.4,6
red,8.2,0.42,0.49,0.9988,3.34,0.75,8.7,6
red,9.9,0.63,0.24,0.9974,3.09,0.57,9.4,5
red,9.1,0.22,0.24,0.999,3.41,0.87,10.3,6
red,11.9,0.38,0.49,1.0004,3.16,0.61,10.3,5
red,11.9,0.38,0.49,1.0004,3.16,0.61,10.3,5
red,10.3,0.27,0.24,0.9956,3.22,0.66,12.8,6
red,10,0.48,0.24,1,3.28,0.56,10,6
red,9.1,0.22,0.24,0.999,3.41,0.87,10.3,6
red,9.9,0.63,0.24,0.9974,3.09,0.57,9.4,5
red,8.1,0.825,0.24,0.9972,3.37,0.77,10.7,6
red,12.9,0.35,0.49,1.0014,3.2,0.66,12,7
red,11.2,0.5,0.74,0.9996,3.22,0.62,11.2,5
red,9.2,0.59,0.24,0.9988,3.26,0.67,9.6,5
red,9.5,0.46,0.49,0.9988,3.21,0.73,11,6
red,9.3,0.715,0.24,0.9966,3.12,0.59,9.9,5
red,11.2,0.66,0.24,0.9993,3.06,0.72,11,6
red,14.3,0.31,0.74,1.0008,2.86,0.79,8.4,6
red,9.1,0.47,0.49,0.9982,3.08,0.59,9.1,5
red,7.5,0.55,0.24,0.9983,3.45,0.78,9.5,6
red,10.6,0.31,0.49,0.9987,3.26,0.86,10.7,6
red,12.4,0.35,0.49,0.9994,3.12,0.75,10.4,6
red,9,0.53,0.49,0.9975,3.27,0.61,9.4,6
red,6.8,0.51,0.01,0.9958,3.33,0.56,9.5,6
red,9.4,0.43,0.24,0.998,3.19,0.73,10,6
red,9.5,0.46,0.24,0.998,3.12,0.74,10,6
red,5,1.04,0.24,0.9934,3.74,0.62,11.5,5
red,15.5,0.645,0.49,1.00315,2.92,0.74,11.1,5
red,15.5,0.645,0.49,1.00315,2.92,0.74,11.1,5
red,10.9,0.53,0.49,1.0002,3.07,0.56,11.7,6
red,15.6,0.645,0.49,1.00315,2.92,0.74,11.1,5
red,10.9,0.53,0.49,1.0002,3.07,0.56,11.7,6
red,13,0.47,0.49,1.0021,3.3,0.68,12.7,6
red,12.7,0.6,0.49,0.9994,3.14,0.57,11.4,5
red,9,0.44,0.49,0.9978,3.23,0.58,9.2,5
red,9,0.54,0.49,0.9982,3.08,0.61,9.2,5
red,7.6,0.29,0.49,0.9971,3.31,0.61,10.1,6
red,13,0.47,0.49,1.0021,3.3,0.68,12.7,6
red,12.7,0.6,0.49,0.9994,3.14,0.57,11.4,5
red,8.7,0.7,0.24,0.9991,3.32,0.6,9,6
red,8.7,0.7,0.24,0.9991,3.32,0.6,9,6
red,9.8,0.5,0.49,0.999,3.31,0.79,10.7,6
red,6.2,0.36,0.24,0.9946,3.57,0.57,11.7,6
red,11.5,0.35,0.49,1.0003,3.32,0.91,11,6
red,6.2,0.36,0.24,0.9946,3.57,0.57,11.7,6
red,10.2,0.24,0.49,0.9978,3.14,0.61,10.4,5
red,10.5,0.59,0.49,0.9991,3.3,0.56,9.6,4
red,10.6,0.34,0.49,0.9992,3.19,0.7,10,6
red,12.3,0.27,0.49,0.9993,3.2,0.8,10.2,6
red,9.9,0.5,0.24,0.9978,3.34,0.52,10,4
red,8.8,0.44,0.49,0.9982,3.3,0.6,9.5,5
red,8.8,0.47,0.49,0.9982,3.29,0.6,9.8,5
red,10.6,0.31,0.49,0.9976,3.14,0.51,9.8,6
red,12.3,0.5,0.49,1.0002,3.19,0.44,9.6,5
red,12.3,0.5,0.49,1.0002,3.19,0.44,9.6,5
red,11.7,0.49,0.49,1,3.19,0.43,9.2,5
red,12,0.28,0.49,0.9976,2.98,0.66,9.9,7
red,11.8,0.33,0.49,1.0002,3.3,0.76,10.7,7
red,7.6,0.51,0.24,0.998,3.47,0.66,9.6,6
red,11.1,0.31,0.49,0.9986,3.12,1.02,10.6,7
red,7.3,0.73,0.24,0.9967,3.26,0.59,9.3,5
red,5,0.42,0.24,0.9917,3.72,0.74,14,8
red,10.2,0.29,0.49,0.9976,3.05,0.74,10.5,7
red,9,0.45,0.49,0.9987,3.35,0.57,9.7,5
red,6.6,0.39,0.49,0.9922,3.12,0.5,11.5,6
red,9,0.45,0.49,0.9987,3.35,0.57,9.7,5
red,9.9,0.49,0.58,1.0004,3.29,0.58,9,5
red,7.9,0.72,0.17,0.9978,3.4,0.53,9.5,5
red,8.9,0.595,0.41,0.9998,3.27,0.57,9.3,5
red,12.4,0.4,0.51,0.9994,3.04,0.6,9.3,6
red,11.9,0.58,0.58,0.998,3.09,0.63,10,6
red,8.5,0.585,0.18,0.9967,3.2,0.48,9.8,6
red,12.7,0.59,0.45,1,3,0.7,9.3,6
red,8.2,0.915,0.27,0.9962,3.26,0.47,10,4
red,13.2,0.46,0.52,1.0006,3.1,0.56,9,6
red,7.7,0.835,0,0.9975,3.3,0.52,9.3,5
red,13.2,0.46,0.52,1.0006,3.1,0.56,9,6
red,8.3,0.58,0.13,0.9984,3.17,0.62,9.1,6
red,8.3,0.6,0.13,0.9984,3.31,0.59,9.2,6
red,9.4,0.41,0.48,0.9973,3.34,0.79,12.2,7
red,8.8,0.48,0.41,0.9982,3.31,0.53,10.5,6
red,10.1,0.65,0.37,1.0026,3.32,0.64,10.4,6
red,6.3,0.36,0.19,0.9956,3.56,0.52,12.7,6
red,8.8,0.24,0.54,0.9983,3.39,0.54,9.2,5
red,13.2,0.38,0.55,1.0006,2.98,0.54,9.4,5
red,7.5,0.64,0,0.9965,3.32,0.6,10,6
red,8.2,0.39,0.38,0.9962,3.26,0.74,9.8,5
red,9.2,0.755,0.18,0.9969,2.87,1.36,10.2,6
red,9.6,0.6,0.5,0.9997,3.5,0.57,9.7,5
red,9.6,0.6,0.5,0.9997,3.5,0.57,9.7,5
red,11.5,0.31,0.51,0.9982,3.03,0.93,9.8,6
red,11.4,0.46,0.5,1.0006,3.13,0.7,10.2,5
red,11.3,0.37,0.41,0.9988,3.09,0.8,9.3,5
red,8.3,0.54,0.24,0.9976,3.27,0.61,9.4,5
red,8.2,0.56,0.23,0.9976,3.28,0.62,9.4,5
red,10,0.58,0.22,0.9974,3.13,0.55,9.5,5
red,7.9,0.51,0.25,0.9974,3.49,0.96,12.1,6
red,6.8,0.69,0,0.9997,3.46,0.72,10.2,5
red,6.8,0.69,0,0.9997,3.46,0.72,10.2,5
red,8.8,0.6,0.29,0.9988,3.36,0.49,9.1,5
red,8.8,0.6,0.29,0.9988,3.36,0.49,9.1,5
red,8.7,0.54,0.26,0.9976,3.27,0.6,9.3,6
red,7.6,0.685,0.23,0.9964,3.21,0.61,9.3,5
red,8.7,0.54,0.26,0.9976,3.27,0.6,9.3,6
red,10.4,0.28,0.54,0.9988,3.25,0.63,9.5,5
red,7.6,0.41,0.14,0.9964,3.32,0.57,10.5,6
red,10.1,0.935,0.22,1.001,3.43,0.64,11.3,4
red,7.9,0.35,0.21,0.9964,3.27,0.58,9.5,5
red,8.7,0.84,0,0.9954,3.27,0.55,9.7,5
red,9.6,0.88,0.28,0.9979,3.24,0.53,9.4,5
red,9.5,0.885,0.27,0.9978,3.24,0.53,9.4,5
red,7.7,0.915,0.12,0.9964,3.35,0.65,10.2,7
red,8.9,0.29,0.35,0.997,3.18,1.36,10.3,6
red,9.9,0.54,0.45,0.9991,3.39,0.62,9.4,5
red,9.5,0.59,0.44,0.9992,3.46,0.63,9.5,5
red,9.9,0.54,0.45,0.9991,3.39,0.62,9.4,5
red,9.5,0.59,0.44,0.9992,3.46,0.63,9.5,5
red,9.9,0.54,0.45,0.9991,3.39,0.62,9.4,5
red,7.8,0.64,0.1,0.9984,3.37,0.69,10.1,7
red,7.3,0.67,0.05,0.9972,3.4,0.63,10.1,5
red,8.3,0.845,0.01,0.9967,3.32,0.58,11,4
red,8.7,0.48,0.3,0.9964,3.33,0.67,11.2,7
red,6.7,0.42,0.27,0.9948,3.16,0.57,11.3,6
red,10.7,0.43,0.39,0.9986,2.89,0.5,9.6,5
red,9.8,0.88,0.25,1.001,3.41,0.67,11.2,5
red,15.9,0.36,0.65,0.9976,2.98,0.84,14.9,5
red,9.4,0.33,0.59,0.9976,3.12,0.54,12,6
red,8.6,0.47,0.47,0.9979,3.08,0.46,9.5,5
red,9.7,0.55,0.17,1.0004,3.14,0.61,9.4,5
red,10.7,0.43,0.39,0.9986,2.89,0.5,9.6,5
red,12,0.5,0.59,0.998,2.92,0.68,10.5,7
red,7.2,0.52,0.07,0.9973,3.32,0.81,9.6,6
red,7.1,0.84,0.02,0.997,3.41,0.57,11,4
red,7.2,0.52,0.07,0.9973,3.32,0.81,9.6,6
red,7.5,0.42,0.31,0.9978,3.31,0.64,9,5
red,7.2,0.57,0.06,0.9972,3.36,0.7,9.6,6
red,10.1,0.28,0.46,0.9974,3.04,0.79,10.2,6
red,12.1,0.4,0.52,1,3.03,0.66,10.2,5
red,9.4,0.59,0.14,0.9981,3.14,0.56,9.7,5
red,8.3,0.49,0.36,0.998,3.18,0.6,9.5,6
red,11.3,0.34,0.45,0.9988,2.94,0.66,9.2,6
red,10,0.73,0.43,0.9966,3.15,0.57,11,5
red,11.3,0.34,0.45,0.9988,2.94,0.66,9.2,6
red,6.9,0.4,0.24,0.9959,3.26,0.58,10,5
red,8.2,0.73,0.21,0.9968,3.2,0.52,9.5,5
red,9.8,1.24,0.34,0.998,3.15,0.53,9.5,5
red,8.2,0.73,0.21,0.9968,3.2,0.52,9.5,5
red,10.8,0.4,0.41,0.9984,3.08,0.67,9.3,6
red,9.3,0.41,0.39,0.9984,3.26,0.65,10.2,5
red,10.8,0.4,0.41,0.9984,3.08,0.67,9.3,6
red,8.6,0.8,0.11,0.9979,3.4,0.48,9.9,5
red,8.3,0.78,0.1,0.9983,3.48,0.53,10,5
red,10.8,0.26,0.45,0.9972,3.13,0.54,9.6,5
red,13.3,0.43,0.58,1.0004,3.06,0.49,9,5
red,8,0.45,0.23,0.9962,3.21,0.49,10.2,6
red,8.5,0.46,0.31,0.998,3.33,0.54,9.8,5
red,8.1,0.78,0.23,0.997,3.37,0.56,11.3,5
red,9.8,0.98,0.32,0.998,3.25,0.48,9.4,5
red,8.1,0.78,0.23,0.997,3.37,0.56,11.3,5
red,7.1,0.65,0.18,0.997,3.44,0.6,9.1,5
red,9.1,0.64,0.23,0.9998,3.28,0.59,9.7,5
red,7.7,0.66,0.04,0.9962,3.4,0.47,9.4,5
red,8.1,0.38,0.48,0.9976,3.3,1.05,9.4,5
red,7.4,1.185,0,0.9966,3.63,0.54,10.7,3
red,9.2,0.92,0.24,0.9998,3.48,0.54,9.8,5
red,8.6,0.49,0.51,0.9979,3.03,1.17,9,5
red,9,0.48,0.32,0.9984,3.32,0.62,9.4,5
red,9,0.47,0.31,0.9984,3.31,0.61,9.4,5
red,5.1,0.47,0.02,0.9921,3.9,0.62,12.8,6
red,7,0.65,0.02,0.9972,3.47,0.67,9.5,6
red,7,0.65,0.02,0.9972,3.47,0.67,9.5,6
red,9.4,0.615,0.28,1.0001,3.31,0.53,9.7,5
red,11.8,0.38,0.55,0.9986,3.11,0.62,10.8,6
red,10.6,1.02,0.43,0.9984,3.08,0.57,10.1,6
red,7,0.65,0.02,0.9972,3.47,0.67,9.5,6
red,7,0.64,0.02,0.997,3.47,0.67,9.4,6
red,7.5,0.38,0.48,0.9972,3.32,0.7,9.6,4
red,9.1,0.765,0.04,0.998,3.29,0.54,9.7,4
red,8.4,1.035,0.15,0.999,3.37,0.49,9.9,5
red,7,0.78,0.08,0.9956,3.4,0.47,10,5
red,7.4,0.49,0.19,0.9966,3.37,0.51,10.5,5
red,7.8,0.545,0.12,0.996,3.34,0.61,11.6,6
red,9.7,0.31,0.47,0.9983,3.27,0.66,10,6
red,10.6,1.025,0.43,0.9985,3.06,0.57,10.1,5
red,8.9,0.565,0.34,0.9998,3.38,0.61,9.5,5
red,8.7,0.69,0,0.9992,3.36,0.45,9.4,5
red,8,0.43,0.36,0.9976,3.34,0.46,9.4,5
red,9.9,0.74,0.28,0.998,3.28,0.51,9.8,5
red,7.2,0.49,0.18,0.9967,3.29,0.48,9.2,6
red,8,0.43,0.36,0.9976,3.34,0.46,9.4,5
red,7.6,0.46,0.11,0.9968,3.21,0.57,10,5
red,8.4,0.56,0.04,0.9976,3.22,0.44,9.6,5
red,7.1,0.66,0,0.9976,3.46,0.54,9.5,5
red,8.4,0.56,0.04,0.9976,3.22,0.44,9.6,5
red,8.9,0.48,0.24,0.9982,3.1,0.53,9.2,5
red,7.6,0.42,0.08,0.9968,3.21,0.59,10,5
red,7.1,0.31,0.3,0.9965,2.94,1.62,9.5,5
red,7.5,1.115,0.1,0.9958,3.54,0.6,11.2,4
red,9,0.66,0.17,0.9976,3.29,0.55,10.4,5
red,8.1,0.72,0.09,0.9994,3.43,0.72,11.1,6
red,6.4,0.57,0.02,0.997,3.46,0.68,9.5,5
red,6.4,0.57,0.02,0.997,3.46,0.68,9.5,5
red,6.4,0.865,0.03,0.995,3.61,0.49,12.7,6
red,9.5,0.55,0.66,0.9982,3.17,0.67,9.6,5
red,8.9,0.875,0.13,0.9994,3.44,0.52,11.5,5
red,7.3,0.835,0.03,0.9966,3.39,0.47,9.6,5
red,7,0.45,0.34,0.998,3.55,0.6,9.5,5
red,7.7,0.56,0.2,0.9987,3.48,0.62,9.3,5
red,7.7,0.965,0.1,0.9963,3.26,0.5,9.5,5
red,7.7,0.965,0.1,0.9963,3.26,0.5,9.5,5
red,8.2,0.59,0,1.0002,3.5,0.65,9.3,6
red,9,0.46,0.23,0.9983,3.1,0.56,9.2,5
red,9,0.69,0,0.999,3.35,0.6,9.3,5
red,8.3,0.76,0.29,0.9965,3.45,0.68,11.5,6
red,9.2,0.53,0.24,0.99788,3.21,0.57,9.5,5
red,6.5,0.615,0,0.9972,3.46,0.65,9.2,5
red,11.6,0.41,0.58,1.00024,3.13,0.53,10,5
red,11.1,0.39,0.54,1.0001,3.13,0.51,9.5,5
red,7.3,0.51,0.18,0.99768,3.52,0.73,9.5,6
red,8.2,0.34,0.38,0.9978,3.3,0.47,9,6
red,8.6,0.33,0.4,0.99782,3.3,0.48,9.4,5
red,7.2,0.5,0.18,0.99761,3.52,0.72,9.6,6
red,7.3,0.51,0.18,0.99768,3.52,0.73,9.5,6
red,8.3,0.65,0.1,0.99803,3.29,0.55,9.5,5
red,8.3,0.65,0.1,0.99803,3.29,0.55,9.5,5
red,7.6,0.54,0.13,0.99785,3.39,0.61,9.4,5
red,8.3,0.65,0.1,0.99803,3.29,0.55,9.5,5
red,7.8,0.48,0.68,0.99656,3.09,1.06,9.1,6
red,7.8,0.91,0.07,0.99525,3.51,0.43,10.7,6
red,6.3,0.98,0.01,0.99488,3.6,0.46,11.2,6
red,8.1,0.87,0,0.99656,3.25,0.5,9.8,5
red,8.1,0.87,0,0.99656,3.25,0.5,9.8,5
red,8.8,0.42,0.21,0.99823,3.19,0.52,9.2,5
red,9,0.58,0.25,0.99779,3.23,0.57,9.7,5
red,9.3,0.655,0.26,0.99738,3.25,0.42,9.6,5
red,8.8,0.7,0,0.99701,3.31,0.53,10,6
red,9.3,0.655,0.26,0.99738,3.25,0.42,9.6,5
red,9.1,0.68,0.11,0.99888,3.31,0.55,9.5,6
red,9.2,0.67,0.1,0.99888,3.31,0.54,9.5,6
red,8.8,0.59,0.18,0.99738,3.14,0.54,9.4,5
red,7.5,0.6,0.32,0.99938,3.45,0.62,9.5,5
red,7.1,0.59,0.02,0.99744,3.55,0.53,9.7,6
red,7.9,0.72,0.01,0.99668,3.39,0.54,9.6,5
red,7.1,0.59,0.02,0.99744,3.55,0.53,9.7,6
red,9.4,0.685,0.26,0.9978,3.28,0.55,9.4,5
red,9.5,0.57,0.27,0.99782,3.27,0.55,9.4,5
red,7.9,0.4,0.29,0.9973,3.3,0.92,9.5,6
red,7.9,0.4,0.3,0.99727,3.31,0.91,9.5,6
red,7.2,1,0,0.99586,3.43,0.46,10,5
red,6.9,0.765,0.18,0.99612,3.4,0.6,10.3,6
red,6.9,0.635,0.17,0.9961,3.4,0.59,10.3,6
red,8.3,0.43,0.3,0.99788,3.36,0.61,10.5,5
red,7.1,0.52,0.03,0.99745,3.5,0.6,9.8,5
red,7,0.57,0,0.99676,3.31,0.6,9.4,6
red,6.5,0.46,0.14,0.99732,3.66,0.65,9.8,5
red,9,0.82,0.05,0.99814,3.36,0.53,10,5
red,6.5,0.46,0.14,0.99732,3.66,0.65,9.8,5
red,7.1,0.59,0.01,0.99746,3.55,0.59,9.8,5
red,9.9,0.35,0.41,0.9982,3.21,0.5,9.5,5
red,9.9,0.35,0.41,0.9982,3.21,0.5,9.5,5
red,10,0.56,0.24,0.9991,3.18,0.56,10.1,6
